CustomerID,Recency,Frequency,Monetary,Cluster,Persona
CUST_0090,299,2,33.3,0,Slipping/At-Risk Customers
CUST_0091,7,3,99.75999999999999,1,Active General Shoppers
CUST_0092,27,7,464.24,2,VIP High-Spenders
CUST_0093,13,4,148.06,1,Active General Shoppers
CUST_0094,39,2,21.0,1,Active General Shoppers
CUST_0095,69,5,301.26,1,Active General Shoppers
CUST_0096,19,4,126.84,1,Active General Shoppers
CUST_0097,195,5,280.49,0,Slipping/At-Risk Customers
CUST_0098,28,7,385.73,2,VIP High-Spenders
CUST_0099,7,5,273.52,1,Active General Shoppers
CUST_0100,49,2,187.10000000000002,1,Active General Shoppers
CUST_0101,48,3,107.24,1,Active General Shoppers
CUST_0102,4,6,350.74,2,VIP High-Spenders
CUST_0103,17,6,248.73999999999998,1,Active General Shoppers
CUST_0104,27,9,858.4300000000001,2,VIP High-Spenders
CUST_0105,106,8,426.21999999999997,2,VIP High-Spenders
CUST_0106,33,12,829.59,2,VIP High-Spenders
CUST_0107,140,3,122.27,0,Slipping/At-Risk Customers
CUST_0108,140,3,113.96000000000001,0,Slipping/At-Risk Customers
CUST_0109,9,2,38.93,1,Active General Shoppers
CUST_0110,88,3,103.78,1,Active General Shoppers
CUST_0111,28,5,229.24,1,Active General Shoppers
CUST_0112,35,7,392.78999999999996,2,VIP High-Spenders
CUST_0113,14,7,378.39,2,VIP High-Spenders
CUST_0114,58,5,399.95,2,VIP High-Spenders
CUST_0115,46,5,193.15,1,Active General Shoppers
CUST_0116,97,4,435.25,2,VIP High-Spenders
CUST_0117,12,5,447.46000000000004,2,VIP High-Spenders
CUST_0118,28,6,280.39,1,Active General Shoppers
CUST_0119,186,3,55.3,0,Slipping/At-Risk Customers
CUST_0120,64,3,223.78,1,Active General Shoppers
CUST_0121,169,2,178.89,0,Slipping/At-Risk Customers
CUST_0122,26,6,342.88,2,VIP High-Spenders
CUST_0123,46,9,703.7,2,VIP High-Spenders
CUST_0124,22,3,236.5,1,Active General Shoppers
CUST_0125,7,4,165.54,1,Active General Shoppers
CUST_0126,60,2,148.35,1,Active General Shoppers
CUST_0127,79,4,250.88,1,Active General Shoppers
CUST_0128,27,7,223.58,1,Active General Shoppers
CUST_0129,25,7,475.45,2,VIP High-Spenders
CUST_0130,56,5,212.03,1,Active General Shoppers
CUST_0131,73,5,386.70000000000005,2,VIP High-Spenders
CUST_0132,6,8,495.89,2,VIP High-Spenders
CUST_0133,43,5,297.23,1,Active General Shoppers
CUST_0134,81,8,246.88,2,VIP High-Spenders
CUST_0135,34,6,238.89,1,Active General Shoppers
CUST_0136,143,2,139.5,0,Slipping/At-Risk Customers
CUST_0137,20,4,199.0,1,Active General Shoppers
CUST_0138,21,4,352.69,1,Active General Shoppers
CUST_0139,33,4,139.81,1,Active General Shoppers
CUST_0140,66,5,188.43,1,Active General Shoppers
CUST_0141,91,6,170.12,1,Active General Shoppers
CUST_0142,115,4,118.13,1,Active General Shoppers
CUST_0143,161,3,186.92,0,Slipping/At-Risk Customers
CUST_0144,48,3,193.91000000000003,1,Active General Shoppers
CUST_0145,21,4,265.33,1,Active General Shoppers
CUST_0146,125,3,104.68,0,Slipping/At-Risk Customers
CUST_0147,20,9,406.02,2,VIP High-Spenders
CUST_0148,14,6,318.58,2,VIP High-Spenders
CUST_0149,99,8,483.16999999999996,2,VIP High-Spenders
CUST_0150,119,7,473.53,2,VIP High-Spenders
CUST_0151,255,3,176.41000000000003,0,Slipping/At-Risk Customers
CUST_0152,19,7,155.74,1,Active General Shoppers
CUST_0153,55,3,136.49,1,Active General Shoppers
CUST_0154,106,6,350.4,2,VIP High-Spenders
CUST_0155,93,5,222.65,1,Active General Shoppers
CUST_0156,96,5,91.33,1,Active General Shoppers
CUST_0157,23,5,129.37,1,Active General Shoppers
CUST_0158,93,4,489.78,2,VIP High-Spenders
CUST_0159,192,2,42.83,0,Slipping/At-Risk Customers
CUST_0160,15,6,176.82999999999998,1,Active General Shoppers
CUST_0161,58,7,376.53999999999996,2,VIP High-Spenders
CUST_0162,15,6,329.62,2,VIP High-Spenders
CUST_0163,23,4,130.10999999999999,1,Active General Shoppers
CUST_0164,46,5,408.34000000000003,2,VIP High-Spenders
CUST_0165,21,7,273.28,2,VIP High-Spenders
CUST_0166,161,8,361.98,2,VIP High-Spenders
CUST_0167,198,3,86.24000000000001,0,Slipping/At-Risk Customers
CUST_0168,257,3,72.52,0,Slipping/At-Risk Customers
CUST_0169,77,5,178.14000000000001,1,Active General Shoppers
CUST_0170,65,5,117.14999999999999,1,Active General Shoppers
CUST_0171,33,8,437.48,2,VIP High-Spenders
CUST_0172,31,6,256.15,1,Active General Shoppers
CUST_0173,39,5,170.33,1,Active General Shoppers
CUST_0174,21,1,103.56,1,Active General Shoppers
CUST_0175,30,7,426.87,2,VIP High-Spenders
CUST_0176,8,6,258.09000000000003,1,Active General Shoppers
CUST_0177,107,7,333.13,2,VIP High-Spenders
CUST_0178,20,6,419.88,2,VIP High-Spenders
CUST_0179,90,7,289.02,2,VIP High-Spenders
CUST_0180,74,7,491.33000000000004,2,VIP High-Spenders
CUST_0181,46,6,480.53999999999996,2,VIP High-Spenders
CUST_0182,27,10,439.84,2,VIP High-Spenders
CUST_0183,2,4,174.67,1,Active General Shoppers
CUST_0184,4,7,505.27,2,VIP High-Spenders
CUST_0185,137,2,49.739999999999995,0,Slipping/At-Risk Customers
CUST_0186,22,6,454.02,2,VIP High-Spenders
CUST_0187,158,4,190.48,0,Slipping/At-Risk Customers
CUST_0188,49,8,205.25,2,VIP High-Spenders
CUST_0189,111,3,104.78999999999999,0,Slipping/At-Risk Customers
CUST_0190,7,4,267.87,1,Active General Shoppers
CUST_0191,113,5,385.12,2,VIP High-Spenders
CUST_0192,46,3,54.129999999999995,1,Active General Shoppers
CUST_0193,129,3,263.64,0,Slipping/At-Risk Customers
CUST_0194,53,5,119.92,1,Active General Shoppers
CUST_0195,14,6,289.19,1,Active General Shoppers
CUST_0196,55,4,160.82999999999998,1,Active General Shoppers
CUST_0197,140,3,165.31,0,Slipping/At-Risk Customers
CUST_0198,66,6,373.87,2,VIP High-Spenders
CUST_0199,17,5,190.17000000000002,1,Active General Shoppers
CUST_0200,279,1,64.2,0,Slipping/At-Risk Customers
CUST_0201,116,3,155.87,0,Slipping/At-Risk Customers
CUST_0202,16,3,233.35,1,Active General Shoppers
CUST_0203,105,4,221.85999999999999,1,Active General Shoppers
CUST_0204,48,7,778.3,2,VIP High-Spenders
CUST_0205,159,7,271.39,2,VIP High-Spenders
CUST_0206,90,6,199.07,1,Active General Shoppers
CUST_0207,30,8,636.94,2,VIP High-Spenders
CUST_0208,17,3,157.56,1,Active General Shoppers
CUST_0209,75,8,333.12,2,VIP High-Spenders
CUST_0210,60,6,485.15999999999997,2,VIP High-Spenders
CUST_0211,86,3,249.31,1,Active General Shoppers
CUST_0212,93,5,281.38,1,Active General Shoppers
CUST_0213,49,4,164.72,1,Active General Shoppers
CUST_0214,120,4,86.8,0,Slipping/At-Risk Customers
CUST_0215,44,5,263.22,1,Active General Shoppers
CUST_0216,23,7,306.68,2,VIP High-Spenders
CUST_0217,46,5,370.99,2,VIP High-Spenders
CUST_0218,252,2,57.75,0,Slipping/At-Risk Customers
CUST_0219,18,5,285.14,1,Active General Shoppers
CUST_0220,68,5,280.76,1,Active General Shoppers
CUST_0221,25,6,215.68,1,Active General Shoppers
CUST_0222,74,4,403.02,1,Active General Shoppers
CUST_0223,12,6,487.32,2,VIP High-Spenders
CUST_0224,110,2,51.67999999999999,0,Slipping/At-Risk Customers
CUST_0225,18,6,152.31,1,Active General Shoppers
CUST_0226,213,2,94.43,0,Slipping/At-Risk Customers
CUST_0227,53,4,123.02000000000001,1,Active General Shoppers
CUST_0228,1,5,460.31,2,VIP High-Spenders
CUST_0229,53,2,64.3,1,Active General Shoppers
CUST_0230,1,6,546.83,2,VIP High-Spenders
CUST_0231,4,5,153.65,1,Active General Shoppers
CUST_0232,23,7,424.08,2,VIP High-Spenders
CUST_0233,95,7,341.2,2,VIP High-Spenders
CUST_0234,30,5,273.45,1,Active General Shoppers
CUST_0235,21,4,237.82999999999998,1,Active General Shoppers
CUST_0236,32,5,371.02,2,VIP High-Spenders
CUST_0237,44,8,375.71,2,VIP High-Spenders
CUST_0239,6,7,354.32,2,VIP High-Spenders
CUST_0240,7,1,105.46,1,Active General Shoppers
CUST_0241,5,3,217.48,1,Active General Shoppers
CUST_0242,13,4,133.19,1,Active General Shoppers
CUST_0243,91,5,292.71000000000004,1,Active General Shoppers
CUST_0244,15,3,176.75,1,Active General Shoppers
CUST_0245,6,7,425.09000000000003,2,VIP High-Spenders
CUST_0246,104,4,198.96,1,Active General Shoppers
CUST_0247,5,6,402.34999999999997,2,VIP High-Spenders
CUST_0249,43,7,411.21,2,VIP High-Spenders
CUST_0250,64,4,217.94,1,Active General Shoppers
CUST_0251,31,4,216.74,1,Active General Shoppers
CUST_0252,11,2,192.99,1,Active General Shoppers
CUST_0253,71,9,350.71000000000004,2,VIP High-Spenders
CUST_0254,37,4,90.96,1,Active General Shoppers
CUST_0255,98,3,135.85,1,Active General Shoppers
CUST_0256,13,1,11.58,1,Active General Shoppers
CUST_0257,20,3,74.44,1,Active General Shoppers
CUST_0258,25,4,205.89,1,Active General Shoppers
CUST_0259,42,9,321.32,2,VIP High-Spenders
CUST_0260,32,7,389.94,2,VIP High-Spenders
CUST_0261,10,6,369.88,2,VIP High-Spenders
CUST_0262,12,5,316.54999999999995,1,Active General Shoppers
CUST_0263,74,3,143.74,1,Active General Shoppers
CUST_0264,35,6,396.04,2,VIP High-Spenders
CUST_0265,146,3,97.38,0,Slipping/At-Risk Customers
CUST_0266,57,8,481.12,2,VIP High-Spenders
CUST_0267,11,1,15.8,1,Active General Shoppers
CUST_0268,113,9,644.1,2,VIP High-Spenders
CUST_0269,38,11,543.31,2,VIP High-Spenders
CUST_0270,50,4,201.54,1,Active General Shoppers
CUST_0271,9,4,370.36,1,Active General Shoppers
CUST_0272,51,5,427.91,2,VIP High-Spenders
CUST_0273,60,8,429.88,2,VIP High-Spenders
CUST_0274,324,1,15.68,0,Slipping/At-Risk Customers
CUST_0275,28,5,183.75,1,Active General Shoppers
CUST_0276,83,3,218.22,1,Active General Shoppers
CUST_0277,46,6,288.49,1,Active General Shoppers
CUST_0278,38,6,179.47,1,Active General Shoppers
CUST_0279,190,4,157.94,0,Slipping/At-Risk Customers
CUST_0280,17,3,147.29,1,Active General Shoppers
CUST_0281,22,3,52.91,1,Active General Shoppers
CUST_0282,278,2,93.4,0,Slipping/At-Risk Customers
CUST_0283,292,3,118.56,0,Slipping/At-Risk Customers
CUST_0284,65,3,131.17000000000002,1,Active General Shoppers
CUST_0285,127,8,448.39,2,VIP High-Spenders
CUST_0287,274,2,58.379999999999995,0,Slipping/At-Risk Customers
CUST_0288,114,2,57.35,0,Slipping/At-Risk Customers
CUST_0289,116,3,105.72,0,Slipping/At-Risk Customers
CUST_0290,28,4,354.03,1,Active General Shoppers
CUST_0291,129,1,36.44,0,Slipping/At-Risk Customers
CUST_0292,31,4,118.12,1,Active General Shoppers
CUST_0293,73,11,453.53,2,VIP High-Spenders
CUST_0294,56,7,432.78999999999996,2,VIP High-Spenders
CUST_0295,39,6,469.69,2,VIP High-Spenders
CUST_0296,46,3,150.7,1,Active General Shoppers
CUST_0297,58,7,451.71000000000004,2,VIP High-Spenders
CUST_0298,46,3,203.5,1,Active General Shoppers
CUST_0299,17,7,388.29,2,VIP High-Spenders
CUST_0300,4,5,361.66999999999996,2,VIP High-Spenders
CUST_0301,234,2,39.46,0,Slipping/At-Risk Customers
CUST_0302,22,8,299.24,2,VIP High-Spenders
CUST_0303,44,6,384.89,2,VIP High-Spenders
CUST_0304,68,3,121.25,1,Active General Shoppers
CUST_0305,332,1,15.34,0,Slipping/At-Risk Customers
CUST_0306,276,1,38.12,0,Slipping/At-Risk Customers
CUST_0307,28,6,181.18,1,Active General Shoppers
CUST_0308,14,3,76.69,1,Active General Shoppers
CUST_0309,23,3,108.08,1,Active General Shoppers
CUST_0310,21,3,141.97,1,Active General Shoppers
CUST_0311,136,6,201.45,1,Active General Shoppers
CUST_0312,313,3,104.42,0,Slipping/At-Risk Customers
CUST_0313,38,4,232.89,1,Active General Shoppers
CUST_0314,40,5,193.75,1,Active General Shoppers
CUST_0315,1,6,253.69,1,Active General Shoppers
CUST_0316,188,4,317.55,0,Slipping/At-Risk Customers
CUST_0317,198,5,247.53,0,Slipping/At-Risk Customers
CUST_0318,92,6,398.93,2,VIP High-Spenders
CUST_0319,185,4,150.41,0,Slipping/At-Risk Customers
CUST_0320,28,6,201.26999999999998,1,Active General Shoppers
CUST_0321,147,4,178.93,0,Slipping/At-Risk Customers
CUST_0322,22,3,204.5,1,Active General Shoppers
CUST_0323,20,3,170.12,1,Active General Shoppers
CUST_0324,85,4,153.35999999999999,1,Active General Shoppers
CUST_0325,9,9,638.12,2,VIP High-Spenders
CUST_0326,3,6,323.93,2,VIP High-Spenders
CUST_0327,180,3,119.02000000000001,0,Slipping/At-Risk Customers
CUST_0328,62,5,217.35,1,Active General Shoppers
CUST_0329,179,4,129.5,0,Slipping/At-Risk Customers
CUST_0330,27,7,215.11,1,Active General Shoppers
CUST_0331,65,5,230.89,1,Active General Shoppers
CUST_0332,154,3,169.41,0,Slipping/At-Risk Customers
CUST_0333,34,5,264.14,1,Active General Shoppers
CUST_0334,33,8,320.8,2,VIP High-Spenders
CUST_0335,104,6,381.49,2,VIP High-Spenders
CUST_0336,8,6,462.74,2,VIP High-Spenders
CUST_0337,17,6,253.0,1,Active General Shoppers
CUST_0338,47,2,92.98,1,Active General Shoppers
CUST_0339,162,2,26.119999999999997,0,Slipping/At-Risk Customers
CUST_0340,9,5,205.6,1,Active General Shoppers
CUST_0341,68,3,161.62,1,Active General Shoppers
CUST_0342,46,6,251.07,1,Active General Shoppers
CUST_0343,34,7,318.35,2,VIP High-Spenders
CUST_0344,72,8,658.02,2,VIP High-Spenders
CUST_0345,56,3,130.39000000000001,1,Active General Shoppers
CUST_0346,66,5,181.39,1,Active General Shoppers
CUST_0347,41,2,122.66,1,Active General Shoppers
CUST_0348,202,1,35.54,0,Slipping/At-Risk Customers
CUST_0349,24,6,479.87,2,VIP High-Spenders
CUST_0350,192,2,253.38,0,Slipping/At-Risk Customers
CUST_0351,186,4,78.44,0,Slipping/At-Risk Customers
CUST_0352,177,1,14.25,0,Slipping/At-Risk Customers
CUST_0353,186,1,80.36,0,Slipping/At-Risk Customers
CUST_0354,80,4,223.13,1,Active General Shoppers
CUST_0355,78,9,582.75,2,VIP High-Spenders
CUST_0356,42,10,611.14,2,VIP High-Spenders
CUST_0357,221,5,167.98,0,Slipping/At-Risk Customers
CUST_0358,150,4,147.04,0,Slipping/At-Risk Customers
CUST_0359,304,1,16.27,0,Slipping/At-Risk Customers
CUST_0360,109,8,398.73,2,VIP High-Spenders
CUST_0361,31,8,329.64,2,VIP High-Spenders
CUST_0362,21,4,81.4,1,Active General Shoppers
CUST_0363,257,2,28.15,0,Slipping/At-Risk Customers
CUST_0364,45,7,460.25,2,VIP High-Spenders
CUST_0365,66,5,99.4,1,Active General Shoppers
CUST_0366,90,5,260.94,1,Active General Shoppers
CUST_0367,53,5,144.54000000000002,1,Active General Shoppers
CUST_0368,24,8,553.34,2,VIP High-Spenders
CUST_0369,19,3,127.9,1,Active General Shoppers
CUST_0370,162,2,166.73000000000002,0,Slipping/At-Risk Customers
CUST_0371,101,5,346.19,1,Active General Shoppers
CUST_0372,151,3,99.03999999999999,0,Slipping/At-Risk Customers
CUST_0373,285,1,11.48,0,Slipping/At-Risk Customers
CUST_0374,324,1,20.51,0,Slipping/At-Risk Customers
CUST_0375,252,4,306.46,0,Slipping/At-Risk Customers
CUST_0376,17,10,500.48,2,VIP High-Spenders
CUST_0377,225,3,71.35,0,Slipping/At-Risk Customers
CUST_0378,98,7,339.69,2,VIP High-Spenders
CUST_0379,144,3,119.91,0,Slipping/At-Risk Customers
CUST_0380,4,6,395.67,2,VIP High-Spenders
CUST_0381,55,4,137.94,1,Active General Shoppers
CUST_0382,13,10,497.26,2,VIP High-Spenders
CUST_0383,22,7,483.93,2,VIP High-Spenders
CUST_0384,32,6,186.15,1,Active General Shoppers
CUST_0385,55,4,150.45,1,Active General Shoppers
CUST_0386,1,6,212.03,1,Active General Shoppers
CUST_0387,1,12,432.48,2,VIP High-Spenders
CUST_0388,20,7,431.75,2,VIP High-Spenders
CUST_0389,248,5,434.46999999999997,0,Slipping/At-Risk Customers
CUST_0390,118,6,351.24,2,VIP High-Spenders
CUST_0391,142,2,50.34,0,Slipping/At-Risk Customers
CUST_0392,38,6,427.14,2,VIP High-Spenders
CUST_0393,52,6,235.47,1,Active General Shoppers
CUST_0394,9,7,570.6800000000001,2,VIP High-Spenders
CUST_0395,2,1,35.17,1,Active General Shoppers
CUST_0396,129,6,272.67,1,Active General Shoppers
CUST_0397,86,5,198.47,1,Active General Shoppers
CUST_0398,121,4,111.47,0,Slipping/At-Risk Customers
CUST_0399,105,1,30.42,0,Slipping/At-Risk Customers
CUST_0400,96,5,222.56,1,Active General Shoppers
CUST_0401,88,5,353.94,1,Active General Shoppers
CUST_0402,141,3,89.66,0,Slipping/At-Risk Customers
CUST_0403,20,8,269.08,2,VIP High-Spenders
CUST_0404,76,5,316.77,1,Active General Shoppers
CUST_0405,38,5,213.06,1,Active General Shoppers
CUST_0406,125,4,299.71000000000004,1,Active General Shoppers
CUST_0407,37,8,395.83,2,VIP High-Spenders
CUST_0408,91,4,225.05,1,Active General Shoppers
CUST_0409,95,2,336.62,1,Active General Shoppers
CUST_0410,72,6,354.54999999999995,2,VIP High-Spenders
CUST_0411,271,1,48.56,0,Slipping/At-Risk Customers
CUST_0412,10,6,295.90000000000003,2,VIP High-Spenders
CUST_0413,27,5,378.73,2,VIP High-Spenders
CUST_0414,57,2,41.16,1,Active General Shoppers
CUST_0415,8,7,313.91,2,VIP High-Spenders
CUST_0416,184,3,154.07,0,Slipping/At-Risk Customers
CUST_0417,53,6,287.16,1,Active General Shoppers
CUST_0418,10,2,89.12,1,Active General Shoppers
CUST_0419,122,10,477.3,2,VIP High-Spenders
CUST_0420,10,10,559.9,2,VIP High-Spenders
CUST_0421,168,3,66.81,0,Slipping/At-Risk Customers
CUST_0422,38,5,304.34000000000003,1,Active General Shoppers
CUST_0423,10,8,310.86,2,VIP High-Spenders
CUST_0424,108,4,482.08,2,VIP High-Spenders
CUST_0425,52,5,108.7,1,Active General Shoppers
CUST_0426,86,4,238.49,1,Active General Shoppers
CUST_0427,61,2,73.81,1,Active General Shoppers
CUST_0428,15,4,280.21000000000004,1,Active General Shoppers
CUST_0429,48,8,437.65,2,VIP High-Spenders
CUST_0430,221,2,130.48000000000002,0,Slipping/At-Risk Customers
CUST_0431,12,5,247.96,1,Active General Shoppers
CUST_0432,25,7,236.1,2,VIP High-Spenders
CUST_0433,185,2,86.66,0,Slipping/At-Risk Customers
CUST_0434,35,4,224.53000000000003,1,Active General Shoppers
CUST_0435,34,11,585.59,2,VIP High-Spenders
CUST_0436,26,5,413.4,2,VIP High-Spenders
CUST_0437,52,4,268.06,1,Active General Shoppers
CUST_0438,10,6,456.90999999999997,2,VIP High-Spenders
CUST_0439,35,5,429.14,2,VIP High-Spenders
CUST_0440,17,5,203.25,1,Active General Shoppers
CUST_0441,97,6,429.73,2,VIP High-Spenders
CUST_0442,11,8,606.75,2,VIP High-Spenders
CUST_0443,20,5,330.64,1,Active General Shoppers
CUST_0444,13,10,450.69,2,VIP High-Spenders
CUST_0445,97,1,63.64,0,Slipping/At-Risk Customers
CUST_0446,48,4,207.56,1,Active General Shoppers
CUST_0447,28,8,300.08,2,VIP High-Spenders
CUST_0448,1,5,334.62,1,Active General Shoppers
CUST_0449,10,7,176.39,1,Active General Shoppers
CUST_0450,68,9,486.68,2,VIP High-Spenders
CUST_0451,2,3,187.83,1,Active General Shoppers
CUST_0452,160,2,100.75,0,Slipping/At-Risk Customers
CUST_0453,49,5,161.03,1,Active General Shoppers
CUST_0454,91,2,41.03,1,Active General Shoppers
CUST_0455,35,6,166.12,1,Active General Shoppers
CUST_0456,102,3,112.05000000000001,1,Active General Shoppers
CUST_0457,113,7,462.33000000000004,2,VIP High-Spenders
CUST_0458,76,4,370.78999999999996,1,Active General Shoppers
CUST_0459,103,6,361.32,2,VIP High-Spenders
CUST_0460,9,4,304.34000000000003,1,Active General Shoppers
CUST_0461,31,5,315.6,1,Active General Shoppers
CUST_0462,294,2,206.73,0,Slipping/At-Risk Customers
CUST_0463,122,9,486.06,2,VIP High-Spenders
CUST_0464,76,6,85.0,1,Active General Shoppers
CUST_0465,24,9,428.57,2,VIP High-Spenders
CUST_0466,39,5,217.95999999999998,1,Active General Shoppers
CUST_0467,8,5,302.92,1,Active General Shoppers
CUST_0468,98,4,80.27000000000001,1,Active General Shoppers
CUST_0469,16,4,232.06,1,Active General Shoppers
CUST_0470,16,4,107.69,1,Active General Shoppers
CUST_0471,83,6,167.24,1,Active General Shoppers
CUST_0472,171,5,193.29,0,Slipping/At-Risk Customers
CUST_0473,70,4,165.69,1,Active General Shoppers
CUST_0474,116,6,394.6,2,VIP High-Spenders
CUST_0475,25,4,132.14,1,Active General Shoppers
CUST_0476,49,10,413.91,2,VIP High-Spenders
CUST_0477,4,9,631.15,2,VIP High-Spenders
CUST_0478,14,5,182.64999999999998,1,Active General Shoppers
CUST_0479,101,3,206.34,1,Active General Shoppers
CUST_0480,78,7,556.4100000000001,2,VIP High-Spenders
CUST_0481,14,4,265.62,1,Active General Shoppers
CUST_0482,116,3,151.22,0,Slipping/At-Risk Customers
CUST_0483,142,3,244.45,0,Slipping/At-Risk Customers
CUST_0484,89,5,436.40999999999997,2,VIP High-Spenders
CUST_0485,94,1,93.85,0,Slipping/At-Risk Customers
CUST_0486,361,1,36.52,0,Slipping/At-Risk Customers
CUST_0487,25,5,401.63,2,VIP High-Spenders
CUST_0488,87,2,71.35,1,Active General Shoppers
CUST_0489,61,3,129.05,1,Active General Shoppers
CUST_0490,39,3,93.84,1,Active General Shoppers
CUST_0491,111,3,218.8,1,Active General Shoppers
CUST_0492,53,9,386.37,2,VIP High-Spenders
CUST_0493,47,7,340.4,2,VIP High-Spenders
CUST_0494,55,4,180.43,1,Active General Shoppers
CUST_0495,40,3,191.75,1,Active General Shoppers
CUST_0496,36,5,211.8,1,Active General Shoppers
CUST_0497,63,8,419.65,2,VIP High-Spenders
CUST_0498,100,5,186.70999999999998,1,Active General Shoppers
CUST_0499,148,2,94.08,0,Slipping/At-Risk Customers
